Species,Site,Plot,Block,Trt,Subplot,Year,max.cover
Gutierrezia_sarothrae,HYS,19,7,int,C,2013,0
Gutierrezia_sarothrae,HYS,22,8,con,D,2020,9
Gutierrezia_sarothrae,HYS,19,7,int,D,2013,2
Gutierrezia_sarothrae,HYS,8,3,chr,C,2020,0
Gutierrezia_sarothrae,HYS,24,8,int,D,2014,1
Gutierrezia_sarothrae,CHY,24,8,int,C,2014,1
Gutierrezia_sarothrae,HYS,21,7,chr,C,2020,0
Gutierrezia_sarothrae,CHY,25,9,chr,A,2014,1
Gutierrezia_sarothrae,HYS,14,5,int,B,2013,1
Gutierrezia_sarothrae,HYS,22,8,con,B,2021,0
Gutierrezia_sarothrae,HYS,19,7,int,A,2018,1
Gutierrezia_sarothrae,CHY,18,6,con,A,2014,0
Gutierrezia_sarothrae,HYS,13,5,chr,D,2012,7
Gutierrezia_sarothrae,HYS,28,10,chr,C,2021,0
Gutierrezia_sarothrae,HYS,19,7,int,B,2017,0
Gutierrezia_sarothrae,HYS,14,5,int,D,2012,0
Gutierrezia_sarothrae,HYS,16,6,int,B,2021,0
Gutierrezia_sarothrae,CHY,28,10,int,D,2014,0
Gutierrezia_sarothrae,HYS,19,7,int,B,2014,0
Gutierrezia_sarothrae,HYS,17,6,con,B,2012,3
Gutierrezia_sarothrae,HYS,23,8,chr,C,2018,0
Gutierrezia_sarothrae,HYS,19,7,int,A,2019,1
Gutierrezia_sarothrae,HYS,13,5,chr,B,2016,2
Gutierrezia_sarothrae,HYS,23,8,chr,D,2016,0
Gutierrezia_sarothrae,HYS,23,8,chr,D,2019,0
Gutierrezia_sarothrae,HYS,27,9,chr,A,2014,0
Gutierrezia_sarothrae,HYS,28,10,chr,A,2016,1
Gutierrezia_sarothrae,HYS,26,9,con,D,2015,3
Gutierrezia_sarothrae,HYS,19,7,int,D,2016,5
Gutierrezia_sarothrae,HYS,22,8,con,C,2017,11
Gutierrezia_sarothrae,HYS,24,8,int,A,2016,2
Gutierrezia_sarothrae,CHY,16,6,int,A,2018,0
Gutierrezia_sarothrae,HYS,26,9,con,A,2020,0
Gutierrezia_sarothrae,HYS,18,6,chr,C,2017,4
Gutierrezia_sarothrae,HYS,8,3,chr,A,2020,0
Gutierrezia_sarothrae,HYS,12,4,chr,B,2017,2
Gutierrezia_sarothrae,HYS,20,7,con,C,2012,3
Gutierrezia_sarothrae,HYS,25,9,int,D,2013,1
Gutierrezia_sarothrae,HYS,11,4,int,C,2015,5
Gutierrezia_sarothrae,HYS,26,9,con,D,2018,3
Gutierrezia_sarothrae,HYS,20,7,con,C,2019,0
Gutierrezia_sarothrae,HYS,14,5,int,B,2018,1
Gutierrezia_sarothrae,HYS,24,8,int,C,2018,5
Gutierrezia_sarothrae,HYS,28,10,chr,A,2019,9
Gutierrezia_sarothrae,HYS,21,7,chr,B,2020,0
Gutierrezia_sarothrae,HYS,21,7,chr,B,2021,0
Gutierrezia_sarothrae,HYS,24,8,int,D,2012,2
Gutierrezia_sarothrae,CHY,23,8,con,A,2016,0
Gutierrezia_sarothrae,HYS,28,10,chr,D,2016,2
Gutierrezia_sarothrae,HYS,28,10,chr,B,2012,4
Gutierrezia_sarothrae,HYS,28,10,chr,B,2013,5
Gutierrezia_sarothrae,HYS,29,10,con,C,2018,4
Gutierrezia_sarothrae,HYS,11,4,int,C,2018,12
Gutierrezia_sarothrae,HYS,16,6,int,B,2020,19
Gutierrezia_sarothrae,HYS,29,10,con,A,2018,2
Gutierrezia_sarothrae,CHY,15,5,chr,A,2014,0
Gutierrezia_sarothrae,HYS,23,8,chr,A,2013,0
Gutierrezia_sarothrae,HYS,20,7,con,C,2013,4
Gutierrezia_sarothrae,HYS,23,8,chr,D,2014,0
Gutierrezia_sarothrae,SGS,9,3,int,B,2018,2
Gutierrezia_sarothrae,CHY,28,10,int,B,2014,1
Gutierrezia_sarothrae,HYS,12,4,chr,C,2021,0
Gutierrezia_sarothrae,HYS,18,6,chr,C,2013,6
Gutierrezia_sarothrae,HYS,28,10,chr,D,2017,0
Gutierrezia_sarothrae,HYS,21,7,chr,C,2018,0
Gutierrezia_sarothrae,HYS,12,4,chr,A,2021,8
Gutierrezia_sarothrae,HYS,25,9,int,A,2020,8
Gutierrezia_sarothrae,HYS,20,7,con,C,2015,1
Gutierrezia_sarothrae,HYS,15,5,con,C,2018,10
Gutierrezia_sarothrae,HYS,22,8,con,C,2012,4
Gutierrezia_sarothrae,HYS,28,10,chr,A,2014,3
Gutierrezia_sarothrae,HYS,15,5,con,B,2013,1
Gutierrezia_sarothrae,HYS,25,9,int,D,2018,7
Gutierrezia_sarothrae,HYS,21,7,chr,C,2021,0
Gutierrezia_sarothrae,HYS,22,8,con,A,2018,35
Gutierrezia_sarothrae,HYS,30,10,int,D,2015,0
Gutierrezia_sarothrae,CHY,23,8,con,B,2014,1
Gutierrezia_sarothrae,CHY,23,8,con,A,2019,0
Gutierrezia_sarothrae,HYS,13,5,chr,B,2017,5
Gutierrezia_sarothrae,HYS,14,5,int,A,2019,0
Gutierrezia_sarothrae,HYS,8,3,chr,A,2018,2
Gutierrezia_sarothrae,HYS,15,5,con,D,2015,2
Gutierrezia_sarothrae,HYS,25,9,int,A,2012,1
Gutierrezia_sarothrae,HYS,7,3,con,B,2012,0
Gutierrezia_sarothrae,HYS,24,8,int,A,2018,13
Gutierrezia_sarothrae,HYS,7,3,con,D,2012,0
Gutierrezia_sarothrae,HYS,25,9,int,C,2021,0
Gutierrezia_sarothrae,HYS,21,7,chr,D,2015,3
Gutierrezia_sarothrae,HYS,14,5,int,D,2013,0
Gutierrezia_sarothrae,HYS,8,3,chr,A,2016,0
Gutierrezia_sarothrae,HYS,16,6,int,C,2019,0
Gutierrezia_sarothrae,CHY,7,3,int,B,2021,0
Gutierrezia_sarothrae,HYS,13,5,chr,C,2013,8
Gutierrezia_sarothrae,HYS,16,6,int,B,2019,22
Gutierrezia_sarothrae,HYS,29,10,con,A,2013,2
Gutierrezia_sarothrae,HYS,21,7,chr,A,2012,3
Gutierrezia_sarothrae,HYS,13,5,chr,B,2021,0
Gutierrezia_sarothrae,HYS,16,6,int,B,2018,3
Gutierrezia_sarothrae,HYS,15,5,con,B,2018,8
Gutierrezia_sarothrae,HYS,11,4,int,B,2018,0
Gutierrezia_sarothrae,HYS,28,10,chr,D,2014,2
Gutierrezia_sarothrae,HYS,15,5,con,A,2016,0
Gutierrezia_sarothrae,HYS,4,2,int,D,2015,2
Gutierrezia_sarothrae,HYS,21,7,chr,A,2015,7
Gutierrezia_sarothrae,HYS,18,6,chr,D,2020,0
Gutierrezia_sarothrae,HYS,17,6,con,A,2012,0
Gutierrezia_sarothrae,HYS,8,3,chr,D,2017,0
Gutierrezia_sarothrae,HYS,30,10,int,D,2018,0
Gutierrezia_sarothrae,HYS,16,6,int,A,2016,1
Gutierrezia_sarothrae,HYS,11,4,int,B,2016,0
Gutierrezia_sarothrae,HYS,8,3,chr,D,2016,0
Gutierrezia_sarothrae,HYS,21,7,chr,A,2013,5
Gutierrezia_sarothrae,HYS,15,5,con,D,2014,1
Gutierrezia_sarothrae,HYS,19,7,int,A,2016,0
Gutierrezia_sarothrae,SGS,9,3,int,B,2017,1
Gutierrezia_sarothrae,CHY,8,3,con,C,2014,1
Gutierrezia_sarothrae,SGS,14,5,chr,D,2014,0
Gutierrezia_sarothrae,HYS,25,9,int,D,2015,0
Gutierrezia_sarothrae,HYS,28,10,chr,A,2012,4
Gutierrezia_sarothrae,HYS,12,4,chr,A,2019,5
Gutierrezia_sarothrae,HYS,18,6,chr,D,2014,1
Gutierrezia_sarothrae,HYS,26,9,con,D,2013,4
Gutierrezia_sarothrae,HYS,14,5,int,C,2017,4
Gutierrezia_sarothrae,HYS,22,8,con,C,2016,9
Gutierrezia_sarothrae,HYS,26,9,con,D,2019,6
Gutierrezia_sarothrae,HYS,17,6,con,B,2015,1
Gutierrezia_sarothrae,HYS,21,7,chr,D,2016,1
Gutierrezia_sarothrae,CHY,23,8,con,C,2021,0
Gutierrezia_sarothrae,SGS,9,3,int,A,2020,0
Gutierrezia_sarothrae,CHY,16,6,int,A,2019,0
Gutierrezia_sarothrae,HYS,25,9,int,A,2013,0
Gutierrezia_sarothrae,HYS,29,10,con,B,2015,1
Gutierrezia_sarothrae,HYS,29,10,con,B,2018,0
Gutierrezia_sarothrae,HYS,20,7,con,C,2017,0
Gutierrezia_sarothrae,HYS,17,6,con,A,2015,2
Gutierrezia_sarothrae,HYS,22,8,con,B,2020,0
Gutierrezia_sarothrae,HYS,17,6,con,C,2018,1
Gutierrezia_sarothrae,HYS,25,9,int,D,2016,8
Gutierrezia_sarothrae,HYS,29,10,con,A,2016,1
Gutierrezia_sarothrae,HYS,28,10,chr,D,2021,0
Gutierrezia_sarothrae,HYS,22,8,con,D,2018,7
Gutierrezia_sarothrae,HYS,23,8,chr,C,2013,0
Gutierrezia_sarothrae,CHY,8,3,con,A,2014,1
Gutierrezia_sarothrae,HYS,29,10,con,D,2015,1
Gutierrezia_sarothrae,HYS,25,9,int,D,2020,8
Gutierrezia_sarothrae,HYS,18,6,chr,C,2020,0
Gutierrezia_sarothrae,HYS,16,6,int,C,2017,1
Gutierrezia_sarothrae,HYS,21,7,chr,C,2014,1
Gutierrezia_sarothrae,HYS,11,4,int,C,2020,7
Gutierrezia_sarothrae,HYS,30,10,int,C,2018,2
Gutierrezia_sarothrae,HYS,18,6,chr,A,2020,0
Gutierrezia_sarothrae,HYS,22,8,con,A,2019,8
Gutierrezia_sarothrae,HYS,15,5,con,A,2013,1
Gutierrezia_sarothrae,CHY,23,8,con,C,2019,0
Gutierrezia_sarothrae,HYS,28,10,chr,D,2019,0
Gutierrezia_sarothrae,HYS,22,8,con,C,2021,0
Gutierrezia_sarothrae,HYS,20,7,con,A,2019,0
Gutierrezia_sarothrae,HYS,23,8,chr,C,2020,0
Gutierrezia_sarothrae,HYS,15,5,con,C,2014,1
Gutierrezia_sarothrae,HYS,15,5,con,C,2019,0
Gutierrezia_sarothrae,CHY,17,6,chr,D,2014,1
Gutierrezia_sarothrae,HYS,11,4,int,C,2013,5
Gutierrezia_sarothrae,HYS,8,3,chr,A,2017,0
Gutierrezia_sarothrae,HYS,16,6,int,D,2012,2
Gutierrezia_sarothrae,HYS,8,3,chr,A,2015,1
Gutierrezia_sarothrae,HYS,13,5,chr,C,2020,3
Gutierrezia_sarothrae,HYS,28,10,chr,C,2015,0
Gutierrezia_sarothrae,HYS,16,6,int,D,2017,0
Gutierrezia_sarothrae,HYS,18,6,chr,B,2020,8
Gutierrezia_sarothrae,HYS,13,5,chr,A,2019,9
Gutierrezia_sarothrae,HYS,8,3,chr,A,2013,1
Gutierrezia_sarothrae,HYS,26,9,con,D,2014,5
Gutierrezia_sarothrae,HYS,16,6,int,A,2013,2
Gutierrezia_sarothrae,HYS,12,4,chr,B,2012,0
Gutierrezia_sarothrae,HYS,25,9,int,A,2016,5
Gutierrezia_sarothrae,HYS,15,5,con,B,2017,8
Gutierrezia_sarothrae,HYS,18,6,chr,D,2017,0
Gutierrezia_sarothrae,CHY,23,8,con,D,2019,0
Gutierrezia_sarothrae,HYS,18,6,chr,D,2016,0
Gutierrezia_sarothrae,HYS,13,5,chr,B,2020,1
Gutierrezia_sarothrae,CHY,30,10,chr,A,2014,1
Gutierrezia_sarothrae,HYS,12,4,chr,A,2012,1
Gutierrezia_sarothrae,SGS,9,3,int,C,2020,0
Gutierrezia_sarothrae,HYS,28,10,chr,D,2018,2
Gutierrezia_sarothrae,HYS,22,8,con,C,2015,16
Gutierrezia_sarothrae,HYS,21,7,chr,D,2021,2
Gutierrezia_sarothrae,HYS,30,10,int,D,2017,0
Gutierrezia_sarothrae,CHY,23,8,con,D,2021,0
Gutierrezia_sarothrae,HYS,22,8,con,C,2019,12
Gutierrezia_sarothrae,HYS,29,10,con,A,2019,0
Gutierrezia_sarothrae,HYS,29,10,con,A,2015,0
Gutierrezia_sarothrae,HYS,25,9,int,A,2014,1
Gutierrezia_sarothrae,HYS,26,9,con,D,2016,1
Gutierrezia_sarothrae,HYS,25,9,int,B,2020,12
Gutierrezia_sarothrae,HYS,25,9,int,A,2015,2
Gutierrezia_sarothrae,HYS,25,9,int,A,2017,7
Gutierrezia_sarothrae,HYS,23,8,chr,A,2015,1
Gutierrezia_sarothrae,HYS,19,7,int,D,2019,0
Gutierrezia_sarothrae,HYS,19,7,int,A,2015,0
Gutierrezia_sarothrae,HYS,25,9,int,D,2014,1
Gutierrezia_sarothrae,HYS,20,7,con,C,2016,1
Gutierrezia_sarothrae,HYS,25,9,int,C,2019,7
Gutierrezia_sarothrae,HYS,18,6,chr,C,2018,6
Gutierrezia_sarothrae,HYS,30,10,int,A,2019,0
Gutierrezia_sarothrae,HYS,13,5,chr,A,2020,0
Gutierrezia_sarothrae,CHY,16,6,int,A,2021,0
Gutierrezia_sarothrae,HYS,8,3,chr,D,2015,1
Gutierrezia_sarothrae,HYS,12,4,chr,A,2013,1
Gutierrezia_sarothrae,HYS,11,4,int,D,2020,2
Gutierrezia_sarothrae,HYS,11,4,int,D,2018,35
Gutierrezia_sarothrae,HYS,22,8,con,A,2013,1
Gutierrezia_sarothrae,HYS,16,6,int,C,2014,0
Gutierrezia_sarothrae,CHY,22,8,chr,B,2014,0
Gutierrezia_sarothrae,CHY,3,1,con,D,2020,2
Gutierrezia_sarothrae,HYS,24,8,int,B,2020,0
Gutierrezia_sarothrae,CHY,9,3,chr,A,2014,0
Gutierrezia_sarothrae,HYS,18,6,chr,B,2014,0
Gutierrezia_sarothrae,HYS,15,5,con,C,2020,0
Gutierrezia_sarothrae,HYS,24,8,int,B,2019,5
Gutierrezia_sarothrae,HYS,16,6,int,A,2014,1
Gutierrezia_sarothrae,CHY,3,1,con,C,2018,0
Gutierrezia_sarothrae,HYS,22,8,con,C,2018,7
Gutierrezia_sarothrae,HYS,18,6,chr,A,2017,0
Gutierrezia_sarothrae,HYS,12,4,chr,D,2019,2
Gutierrezia_sarothrae,HYS,8,3,chr,A,2012,2
Gutierrezia_sarothrae,HYS,14,5,int,C,2016,1
Gutierrezia_sarothrae,HYS,25,9,int,D,2017,3
Gutierrezia_sarothrae,HYS,13,5,chr,B,2012,3
Gutierrezia_sarothrae,HYS,17,6,con,D,2014,5
Gutierrezia_sarothrae,HYS,13,5,chr,B,2018,17
Gutierrezia_sarothrae,HYS,8,3,chr,D,2014,1
Gutierrezia_sarothrae,CHY,17,6,chr,B,2014,0
Gutierrezia_sarothrae,HYS,30,10,int,B,2018,7
Gutierrezia_sarothrae,HYS,11,4,int,C,2012,1
Gutierrezia_sarothrae,CHY,30,10,chr,B,2014,0
Gutierrezia_sarothrae,HYS,15,5,con,A,2014,0
Gutierrezia_sarothrae,HYS,20,7,con,B,2012,2
Gutierrezia_sarothrae,CHY,23,8,con,D,2014,1
Gutierrezia_sarothrae,HYS,12,4,chr,B,2013,0
Gutierrezia_sarothrae,HYS,13,5,chr,A,2018,2
Gutierrezia_sarothrae,HYS,21,7,chr,D,2013,3
Gutierrezia_sarothrae,HYS,30,10,int,D,2016,0
Gutierrezia_sarothrae,HYS,24,8,int,C,2012,6
Gutierrezia_sarothrae,HYS,29,10,con,D,2017,1
Gutierrezia_sarothrae,HYS,12,4,chr,A,2016,8
Gutierrezia_sarothrae,HYS,15,5,con,B,2020,4
Gutierrezia_sarothrae,HYS,8,3,chr,D,2020,0
Gutierrezia_sarothrae,HYS,30,10,int,A,2017,1
Gutierrezia_sarothrae,HYS,24,8,int,B,2014,2
Gutierrezia_sarothrae,CHY,7,3,int,A,2021,0
Gutierrezia_sarothrae,HYS,25,9,int,C,2014,0
Gutierrezia_sarothrae,HYS,30,10,int,B,2019,0
Gutierrezia_sarothrae,HYS,17,6,con,D,2015,6
Gutierrezia_sarothrae,HYS,25,9,int,C,2018,1
Gutierrezia_sarothrae,HYS,30,10,int,C,2015,1
Gutierrezia_sarothrae,HYS,8,3,chr,D,2019,0
Gutierrezia_sarothrae,HYS,11,4,int,B,2013,0
Gutierrezia_sarothrae,HYS,11,4,int,B,2014,0
Gutierrezia_sarothrae,CHY,24,8,int,D,2014,0
Gutierrezia_sarothrae,SGS,9,3,int,D,2021,0
Gutierrezia_sarothrae,HYS,22,8,con,B,2012,3
Gutierrezia_sarothrae,CHY,7,3,int,D,2021,0
Gutierrezia_sarothrae,HYS,16,6,int,D,2013,0
Gutierrezia_sarothrae,HYS,23,8,chr,A,2020,0
Gutierrezia_sarothrae,CHY,5,2,con,D,2014,0
Gutierrezia_sarothrae,HYS,8,3,chr,C,2021,0
Gutierrezia_sarothrae,HYS,29,10,con,A,2017,1
Gutierrezia_sarothrae,HYS,13,5,chr,C,2015,2
Gutierrezia_sarothrae,HYS,23,8,chr,C,2019,0
Gutierrezia_sarothrae,HYS,13,5,chr,B,2015,2
Gutierrezia_sarothrae,HYS,17,6,con,A,2019,4
Gutierrezia_sarothrae,HYS,13,5,chr,A,2021,0
Gutierrezia_sarothrae,HYS,17,6,con,B,2019,3
Gutierrezia_sarothrae,HYS,28,10,chr,C,2019,3
Gutierrezia_sarothrae,HYS,21,7,chr,D,2017,1
Gutierrezia_sarothrae,HYS,17,6,con,B,2013,8
Gutierrezia_sarothrae,HYS,22,8,con,A,2021,2
Gutierrezia_sarothrae,HYS,20,7,con,D,2019,4
Gutierrezia_sarothrae,HYS,15,5,con,D,2020,0
Gutierrezia_sarothrae,HYS,20,7,con,A,2015,4
Gutierrezia_sarothrae,HYS,18,6,chr,C,2019,4
Gutierrezia_sarothrae,HYS,21,7,chr,C,2017,0
Gutierrezia_sarothrae,HYS,19,7,int,A,2014,0
Gutierrezia_sarothrae,HYS,4,2,int,C,2014,0
Gutierrezia_sarothrae,CHY,23,8,con,A,2020,0
Gutierrezia_sarothrae,HYS,30,10,int,B,2017,0
Gutierrezia_sarothrae,CHY,7,3,int,C,2021,2
Gutierrezia_sarothrae,HYS,14,5,int,A,2018,0
Gutierrezia_sarothrae,HYS,14,5,int,D,2016,0
Gutierrezia_sarothrae,HYS,15,5,con,A,2017,0
Gutierrezia_sarothrae,HYS,13,5,chr,D,2021,0
Gutierrezia_sarothrae,HYS,16,6,int,C,2016,0
Gutierrezia_sarothrae,HYS,22,8,con,A,2012,0
Gutierrezia_sarothrae,HYS,11,4,int,A,2019,0
Gutierrezia_sarothrae,HYS,16,6,int,B,2014,3
Gutierrezia_sarothrae,CHY,9,3,chr,D,2014,0
Gutierrezia_sarothrae,CHY,3,1,con,B,2016,0
Gutierrezia_sarothrae,HYS,17,6,con,D,2012,3
Gutierrezia_sarothrae,CHY,8,3,con,D,2014,0
Gutierrezia_sarothrae,HYS,22,8,con,B,2013,3
Gutierrezia_sarothrae,CHY,4,2,chr,D,2013,0
Gutierrezia_sarothrae,CHY,23,8,con,C,2014,1
Gutierrezia_sarothrae,CHY,23,8,con,B,2018,1
Gutierrezia_sarothrae,HYS,16,6,int,B,2017,5
Gutierrezia_sarothrae,HYS,28,10,chr,B,2020,2
Gutierrezia_sarothrae,HYS,29,10,con,A,2012,1
Gutierrezia_sarothrae,HYS,25,9,int,B,2019,30
Gutierrezia_sarothrae,HYS,25,9,int,C,2017,2
Gutierrezia_sarothrae,SGS,9,3,int,A,2016,0
Gutierrezia_sarothrae,HYS,13,5,chr,B,2013,3
Gutierrezia_sarothrae,HYS,26,9,con,B,2020,0
Gutierrezia_sarothrae,HYS,19,7,int,A,2017,0
Gutierrezia_sarothrae,HYS,11,4,int,A,2018,0
Gutierrezia_sarothrae,HYS,22,8,con,B,2014,2
Gutierrezia_sarothrae,SGS,9,3,int,D,2018,0
Gutierrezia_sarothrae,HYS,4,2,int,D,2014,2
Gutierrezia_sarothrae,HYS,22,8,con,B,2018,13
Gutierrezia_sarothrae,HYS,20,7,con,C,2014,4
Gutierrezia_sarothrae,HYS,18,6,chr,D,2012,0
Gutierrezia_sarothrae,HYS,13,5,chr,C,2018,30
Gutierrezia_sarothrae,HYS,18,6,chr,A,2016,0
Gutierrezia_sarothrae,HYS,17,6,con,D,2018,17
Gutierrezia_sarothrae,HYS,22,8,con,B,2016,13
Gutierrezia_sarothrae,HYS,16,6,int,C,2012,2
Gutierrezia_sarothrae,HYS,21,7,chr,A,2020,17
Gutierrezia_sarothrae,HYS,26,9,con,A,2013,4
Gutierrezia_sarothrae,HYS,20,7,con,B,2015,2
Gutierrezia_sarothrae,SGS,14,5,chr,C,2014,0
Gutierrezia_sarothrae,HYS,12,4,chr,C,2015,0
Gutierrezia_sarothrae,CHY,4,2,chr,A,2013,0
Gutierrezia_sarothrae,HYS,8,3,chr,C,2015,0
Gutierrezia_sarothrae,HYS,21,7,chr,A,2014,3
Gutierrezia_sarothrae,HYS,17,6,con,C,2013,4
Happlopappus_filiosus,HYS,12,4,chr,C,2019,0
Happlopappus_filiosus,HYS,12,4,chr,C,2018,0
Happlopappus_filiosus,HYS,12,4,chr,D,2018,0
Happlopappus_filiosus,HYS,12,4,chr,D,2019,0
Happlopappus_filiosus,HYS,12,4,chr,B,2018,0
Happlopappus_filiosus,HYS,12,4,chr,A,2019,8
Happlopappus_filiosus,HYS,12,4,chr,A,2018,2
Happlopappus_filiosus,HYS,12,4,chr,B,2019,0
Hedeoma_hispida,HYS,5,2,chr,B,2015,0
Hedeoma_hispida,HYS,5,2,chr,A,2017,0
Hedeoma_hispida,HYS,30,10,int,C,2020,0
Hedeoma_hispida,HYS,17,6,con,C,2019,0
Hedeoma_hispida,HYS,17,6,con,D,2013,1
Hedeoma_hispida,HYS,29,10,con,B,2019,3
Hedeoma_hispida,HYS,16,6,int,A,2013,0
Hedeoma_hispida,HYS,15,5,con,C,2016,0
Hedeoma_hispida,HYS,24,8,int,A,2017,3
Hedeoma_hispida,HYS,25,9,int,B,2018,0
Hedeoma_hispida,HYS,29,10,con,B,2017,1
Hedeoma_hispida,HYS,27,9,chr,C,2017,1
Hedeoma_hispida,HYS,27,9,chr,C,2019,1
Hedeoma_hispida,HYS,21,7,chr,C,2017,1
Hedeoma_hispida,HYS,16,6,int,A,2012,0
Hedeoma_hispida,HYS,23,8,chr,C,2012,0
Hedeoma_hispida,HYS,25,9,int,C,2019,0
Hedeoma_hispida,HYS,26,9,con,B,2016,1
Hedeoma_hispida,HYS,26,9,con,B,2017,2
Hedeoma_hispida,HYS,21,7,chr,A,2016,3
Hedeoma_hispida,HYS,5,2,chr,B,2013,0
Hedeoma_hispida,HYS,16,6,int,C,2019,1
Hedeoma_hispida,HYS,25,9,int,B,2012,0
Hedeoma_hispida,HYS,26,9,con,A,2021,0
Hedeoma_hispida,HYS,5,2,chr,B,2016,0
Hedeoma_hispida,HYS,23,8,chr,B,2013,2
Hedeoma_hispida,HYS,26,9,con,B,2018,0
Hedeoma_hispida,HYS,25,9,int,B,2014,0
Hedeoma_hispida,HYS,23,8,chr,A,2012,0
Hedeoma_hispida,HYS,22,8,con,A,2015,0
Hedeoma_hispida,HYS,22,8,con,A,2016,0
Hedeoma_hispida,HYS,18,6,chr,C,2017,1
Hedeoma_hispida,HYS,26,9,con,C,2013,1
Hedeoma_hispida,HYS,20,7,con,D,2016,1
Hedeoma_hispida,HYS,20,7,con,D,2013,0
Hedeoma_hispida,HYS,20,7,con,D,2017,1
Hedeoma_hispida,HYS,21,7,chr,C,2016,4
Hedeoma_hispida,HYS,15,5,con,D,2016,0
Hedeoma_hispida,HYS,21,7,chr,A,2015,1
Hedeoma_hispida,HYS,13,5,chr,B,2013,1
Hedeoma_hispida,HYS,13,5,chr,A,2013,1
Hedeoma_hispida,HYS,15,5,con,C,2012,1
Hedeoma_hispida,HYS,8,3,chr,C,2015,0
Hedeoma_hispida,HYS,9,3,int,A,2015,1
Hedeoma_hispida,HYS,28,10,chr,D,2017,1
Hedeoma_hispida,HYS,13,5,chr,C,2020,1
Hedeoma_hispida,HYS,8,3,chr,B,2016,5
Hedeoma_hispida,HYS,23,8,chr,D,2020,0
Hedeoma_hispida,HYS,12,4,chr,A,2017,0
Hedeoma_hispida,HYS,13,5,chr,B,2015,0
Hedeoma_hispida,HYS,25,9,int,C,2012,1
Hedeoma_hispida,HYS,30,10,int,D,2019,4
Hedeoma_hispida,HYS,12,4,chr,A,2013,1
Hedeoma_hispida,HYS,4,2,int,C,2015,0
Hedeoma_hispida,HYS,13,5,chr,C,2019,2
Hedeoma_hispida,HYS,29,10,con,B,2016,1
Hedeoma_hispida,HYS,28,10,chr,C,2016,0
Hedeoma_hispida,HYS,15,5,con,A,2016,1
Hedeoma_hispida,HYS,23,8,chr,B,2021,1
Hedeoma_hispida,HYS,20,7,con,C,2013,1
Hedeoma_hispida,HYS,25,9,int,B,2020,1
Hedeoma_hispida,HYS,29,10,con,B,2020,2
Hedeoma_hispida,HYS,19,7,int,D,2018,1
Hedeoma_hispida,HYS,23,8,chr,D,2013,1
Hedeoma_hispida,HYS,19,7,int,D,2014,1
Hedeoma_hispida,HYS,1,1,chr,A,2015,0
Hedeoma_hispida,HYS,1,1,chr,A,2013,0
Hedeoma_hispida,HYS,24,8,int,D,2016,1
Hedeoma_hispida,HYS,28,10,chr,D,2016,1
Hedeoma_hispida,HYS,25,9,int,A,2019,1
Hedeoma_hispida,HYS,27,9,chr,B,2015,1
Hedeoma_hispida,HYS,29,10,con,D,2021,0
Hedeoma_hispida,HYS,13,5,chr,B,2020,1
Hedeoma_hispida,HYS,19,7,int,C,2017,1
Hedeoma_hispida,HYS,20,7,con,D,2019,0
Hedeoma_hispida,HYS,18,6,chr,D,2013,0
Hedeoma_hispida,HYS,23,8,chr,D,2021,0
Hedeoma_hispida,HYS,8,3,chr,B,2020,0
Hedeoma_hispida,HYS,4,2,int,C,2013,1
Hedeoma_hispida,HYS,20,7,con,D,2015,1
Hedeoma_hispida,HYS,13,5,chr,C,2017,1
Hedeoma_hispida,HYS,21,7,chr,A,2013,1
Hedeoma_hispida,HYS,25,9,int,B,2015,0
Hedeoma_hispida,HYS,19,7,int,A,2016,5
Hedeoma_hispida,HYS,29,10,con,A,2012,1
Hedeoma_hispida,HYS,25,9,int,B,2017,1
Hedeoma_hispida,HYS,16,6,int,C,2015,0
Hedeoma_hispida,HYS,16,6,int,D,2019,1
Hedeoma_hispida,HYS,20,7,con,D,2014,1
Hedeoma_hispida,HYS,5,2,chr,A,2016,0
Hedeoma_hispida,HYS,8,3,chr,B,2015,0
Hedeoma_hispida,HYS,30,10,int,A,2017,1
Hedeoma_hispida,HYS,21,7,chr,C,2015,0
Hedeoma_hispida,HYS,19,7,int,C,2013,1
Hedeoma_hispida,HYS,19,7,int,D,2016,1
Hedeoma_hispida,HYS,25,9,int,C,2018,0
Hedeoma_hispida,HYS,17,6,con,C,2013,1
Hedeoma_hispida,HYS,25,9,int,C,2016,6
Hedeoma_hispida,HYS,22,8,con,A,2013,1
Hedeoma_hispida,HYS,18,6,chr,C,2016,3
Hedeoma_hispida,HYS,17,6,con,A,2014,0
Hedeoma_hispida,HYS,11,4,int,C,2017,1
Hedeoma_hispida,HYS,19,7,int,A,2013,1
Hedeoma_hispida,HYS,15,5,con,D,2019,1
Hedeoma_hispida,HYS,8,3,chr,C,2014,1
Hedeoma_hispida,HYS,11,4,int,C,2018,0
Hedeoma_hispida,HYS,27,9,chr,C,2020,0
Hedeoma_hispida,HYS,17,6,con,A,2019,1
Hedeoma_hispida,HYS,29,10,con,A,2020,2
Hedeoma_hispida,HYS,4,2,int,A,2015,0
Hedeoma_hispida,HYS,15,5,con,C,2013,1
Hedeoma_hispida,HYS,21,7,chr,B,2021,0
Hedeoma_hispida,HYS,8,3,chr,C,2020,1
Hedeoma_hispida,HYS,13,5,chr,C,2012,0
Hedeoma_hispida,HYS,24,8,int,B,2017,1
