sitesubplot,species,year,oldSpecies,location,experiment,site,plot,subplot,subplota,abundance,unitAbund,family,duration,growth,durationDetail,growthDetail 
KBS_T7_R6_S4,erigeron annuus,2006,erigeron annuus (l.) pers.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.41,biomassg_m2,asteraceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,erigeron annuus,2005,erigeron annuus (l.) pers.,KBS,T7,KBS_T7,R6,S4,R6_S4,14.7,biomassg_m2,asteraceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,erigeron annuus,2002,erigeron annuus (l.) pers.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.03,biomassg_m2,asteraceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,erigeron annuus,1999,erigeron annuus (l.) pers.,KBS,T7,KBS_T7,R6,S4,R6_S4,14.46,biomassg_m2,asteraceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,erigeron annuus,2001,erigeron annuus (l.) pers.,KBS,T7,KBS_T7,R6,S4,R6_S4,3.25,biomassg_m2,asteraceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,euthamia graminifolia,2000,euthamia graminifolia (l.) nutt.,KBS,T7,KBS_T7,R6,S4,R6_S4,7.57,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,euthamia graminifolia,2004,euthamia graminifolia (l.) nutt.,KBS,T7,KBS_T7,R6,S4,R6_S4,19.31,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,geum sp,2005,geum sp.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.16,biomassg_m2,rosaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,geum sp,2007,geum sp.,KBS,T7,KBS_T7,R6,S4,R6_S4,1.15,biomassg_m2,rosaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,geum sp,2006,geum sp.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.18,biomassg_m2,rosaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2003,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,163.37,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2007,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,39.97,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2005,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,98.81,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2002,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,47.73,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2001,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,17.1,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,1999,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,0.11,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2000,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,7.49,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2004,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,61.99,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2009,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,26.83,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2008,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,22.25,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hieracium sp,2006,hieracium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,21.25,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hypericum perforatum,2009,hypericum perforatum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.19,biomassg_m2,clusiaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hypericum perforatum,2007,hypericum perforatum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.19,biomassg_m2,clusiaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hypericum perforatum,2005,hypericum perforatum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,11.69,biomassg_m2,clusiaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hypericum perforatum,2001,hypericum perforatum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,23.8,biomassg_m2,clusiaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hypericum perforatum,2006,hypericum perforatum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,2.3,biomassg_m2,clusiaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hypericum perforatum,2000,hypericum perforatum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,2.26,biomassg_m2,clusiaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hypericum perforatum,2008,hypericum perforatum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,1.26,biomassg_m2,clusiaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hypericum perforatum,2003,hypericum perforatum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,2.08,biomassg_m2,clusiaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,hypericum perforatum,2004,hypericum perforatum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.26,biomassg_m2,clusiaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,juncus tenuis,2006,juncus tenuis willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,1.29,biomassg_m2,juncaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,juncus tenuis,2007,juncus tenuis willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.34,biomassg_m2,juncaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,juncus tenuis,2008,juncus tenuis willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,1.1,biomassg_m2,juncaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,juncus tenuis,2005,juncus tenuis willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,13.79,biomassg_m2,juncaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,lactuca sp,2005,lactuca sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,11.86,biomassg_m2,asteraceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,oenothera biennis,2001,oenothera biennis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,62.86,biomassg_m2,onagraceae,perennial,forb/herb,biennial,forb/herb
KBS_T7_R6_S4,oxalis stricta,2000,oxalis stricta l.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.29,biomassg_m2,oxalidaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,phleum pratense,2006,phleum pratense l.,KBS,T7,KBS_T7,R6,S4,R6_S4,9.39,biomassg_m2,poaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,phleum pratense,2002,phleum pratense l.,KBS,T7,KBS_T7,R6,S4,R6_S4,4.6,biomassg_m2,poaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,poa pratensis,2002,poa pratensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.15,biomassg_m2,poaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,poa pratensis,2004,poa pratensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,8.42,biomassg_m2,poaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,poa pratensis,2007,poa pratensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,32.9,biomassg_m2,poaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,poa pratensis,2008,poa pratensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,38.26,biomassg_m2,poaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,poa pratensis,2006,poa pratensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,66.22,biomassg_m2,poaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S4,potentilla norvegica,1999,potentilla norvegica l.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.19,biomassg_m2,rosaceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,potentilla recta,2000,potentilla recta l.,KBS,T7,KBS_T7,R6,S4,R6_S4,14.1,biomassg_m2,rosaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,potentilla recta,2006,potentilla recta l.,KBS,T7,KBS_T7,R6,S4,R6_S4,2.19,biomassg_m2,rosaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,potentilla recta,2008,potentilla recta l.,KBS,T7,KBS_T7,R6,S4,R6_S4,2.2,biomassg_m2,rosaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,potentilla recta,2001,potentilla recta l.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.25,biomassg_m2,rosaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,pseudognaphalium obtusifolium,2004,gnaphalium obtusifolium l.,KBS,T7,KBS_T7,R6,S4,R6_S4,1.05,biomassg_m2,asteraceae,annual,forb/herb,annual/biennial,forb/herb
KBS_T7_R6_S4,rumex acetosella,2006,rumex acetosella l.,KBS,T7,KBS_T7,R6,S4,R6_S4,1.03,biomassg_m2,polygonaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,rumex acetosella,2007,rumex acetosella l.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.17,biomassg_m2,polygonaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,rumex acetosella,1999,rumex acetosella l.,KBS,T7,KBS_T7,R6,S4,R6_S4,6.76,biomassg_m2,polygonaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,rumex crispus,2005,rumex crispus l.,KBS,T7,KBS_T7,R6,S4,R6_S4,10.21,biomassg_m2,polygonaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,setaria pumila,2004,setaria glauca (l.) beauv.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.04,biomassg_m2,poaceae,annual,graminoid,annual,graminoid
KBS_T7_R6_S4,silene latifolia ssp alba,2003,silene alba (mill.) e.h.l.krause,KBS,T7,KBS_T7,R6,S4,R6_S4,0.01,biomassg_m2,caryophyllaceae,perennial,forb/herb,biennial/perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2002,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,34.97,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2007,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,131.89,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2005,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,30.58,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2003,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,13.77,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,1999,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,11.56,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2009,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,420.64,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2008,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,54.89,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2001,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,124.84,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2004,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,113.33,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2000,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,226.53,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,solidago canadensis,2006,solidago canadensis l.,KBS,T7,KBS_T7,R6,S4,R6_S4,64.94,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum cordifolium,2007,aster sagittifolius,KBS,T7,KBS_T7,R6,S4,R6_S4,7.81,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum cordifolium,2003,aster sagittifolius,KBS,T7,KBS_T7,R6,S4,R6_S4,3.83,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2007,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,4.83,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2009,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,29.8,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2004,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,27.42,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2003,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,26.04,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2008,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,5.48,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2002,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,16.35,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2000,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,81.3,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2001,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,35.86,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2005,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,33.82,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,1999,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,144.18,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,symphyotrichum pilosum,2006,aster pilosus willd.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.64,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,taraxacum officinale,1999,taraxacum officinale weber in,KBS,T7,KBS_T7,R6,S4,R6_S4,0.21,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,taraxacum officinale,2002,taraxacum officinale weber in,KBS,T7,KBS_T7,R6,S4,R6_S4,0.03,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,taraxacum officinale,2003,taraxacum officinale weber in,KBS,T7,KBS_T7,R6,S4,R6_S4,0.11,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,taraxacum officinale,2008,taraxacum officinale weber in,KBS,T7,KBS_T7,R6,S4,R6_S4,1.78,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,taraxacum officinale,2005,taraxacum officinale weber in,KBS,T7,KBS_T7,R6,S4,R6_S4,3.28,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,taraxacum officinale,2004,taraxacum officinale weber in,KBS,T7,KBS_T7,R6,S4,R6_S4,4.49,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,taraxacum officinale,2006,taraxacum officinale weber in,KBS,T7,KBS_T7,R6,S4,R6_S4,0.85,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,taraxacum officinale,2000,taraxacum officinale weber in,KBS,T7,KBS_T7,R6,S4,R6_S4,0.07,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,taraxacum officinale,2001,taraxacum officinale weber in,KBS,T7,KBS_T7,R6,S4,R6_S4,0.2,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S4,trifolium campestre,2008,trifolium campestre schreb.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.07,biomassg_m2,fabaceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,trifolium hybridum,2005,trifolium hybridium l. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,3.73,biomassg_m2,fabaceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,trifolium hybridum,2008,trifolium hybridium l. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,16.41,biomassg_m2,fabaceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,trifolium pratense,2008,trifolium pratense l.,KBS,T7,KBS_T7,R6,S4,R6_S4,4.24,biomassg_m2,fabaceae,perennial,forb/herb,biennial/perennial,forb/herb
KBS_T7_R6_S4,trifolium pratense,2006,trifolium pratense l.,KBS,T7,KBS_T7,R6,S4,R6_S4,36.07,biomassg_m2,fabaceae,perennial,forb/herb,biennial/perennial,forb/herb
KBS_T7_R6_S4,trifolium pratense,2009,trifolium pratense l.,KBS,T7,KBS_T7,R6,S4,R6_S4,80.54,biomassg_m2,fabaceae,perennial,forb/herb,biennial/perennial,forb/herb
KBS_T7_R6_S4,trifolium sp,2007,trifolium sp. (*),KBS,T7,KBS_T7,R6,S4,R6_S4,0.6,biomassg_m2,fabaceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,verbascum thapsus,2003,verbascum thapsus l.,KBS,T7,KBS_T7,R6,S4,R6_S4,22.59,biomassg_m2,scrophulariaceae,perennial,forb/herb,biennial,forb/herb
KBS_T7_R6_S4,veronica sp,2002,veronica sp.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.07,biomassg_m2,scrophulariaceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,veronica sp,2004,veronica sp.,KBS,T7,KBS_T7,R6,S4,R6_S4,0.42,biomassg_m2,scrophulariaceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S4,xanthium spinosum,2001,xanthium spinosum l.,KBS,T7,KBS_T7,R6,S4,R6_S4,4.39,biomassg_m2,asteraceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S5,achillea millefolium,2003,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,6.93,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,2001,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,94.3,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,2002,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,3.41,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,2007,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,1.21,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,2006,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,47.06,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,2000,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,0.98,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,2005,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,63.56,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,2008,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,52.06,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,2004,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,9.16,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,2009,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,39.44,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,achillea millefolium,1999,achillea millefolium l.,KBS,T7,KBS_T7,R6,S5,R6_S5,1.85,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,ambrosia artemisiifolia,2001,ambrosia artemisiifolia l.,KBS,T7,KBS_T7,R6,S5,R6_S5,0.02,biomassg_m2,asteraceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S5,ambrosia artemisiifolia,1999,ambrosia artemisiifolia l.,KBS,T7,KBS_T7,R6,S5,R6_S5,2.82,biomassg_m2,asteraceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S5,antennaria plantaginifolia,2006,antennaria plantaginifolia (l.) richards.,KBS,T7,KBS_T7,R6,S5,R6_S5,0.25,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,apocynum cannabinum,2000,apocynum cannabinum l.,KBS,T7,KBS_T7,R6,S5,R6_S5,1.91,biomassg_m2,apocynaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,apocynum cannabinum,2006,apocynum cannabinum l.,KBS,T7,KBS_T7,R6,S5,R6_S5,0.43,biomassg_m2,apocynaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,apocynum cannabinum,2008,apocynum cannabinum l.,KBS,T7,KBS_T7,R6,S5,R6_S5,0.01,biomassg_m2,apocynaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,apocynum cannabinum,1999,apocynum cannabinum l.,KBS,T7,KBS_T7,R6,S5,R6_S5,2.57,biomassg_m2,apocynaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,asclepias syriaca,2005,asclepias syriaca l.,KBS,T7,KBS_T7,R6,S5,R6_S5,6.86,biomassg_m2,asclepiadaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,asplenium platyneuron,2003,asplenium platyneuron (l.) oakes (*),KBS,T7,KBS_T7,R6,S5,R6_S5,0.18,biomassg_m2,aspleniaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,asplenium platyneuron,1999,asplenium platyneuron (l.) oakes (*),KBS,T7,KBS_T7,R6,S5,R6_S5,0.02,biomassg_m2,aspleniaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,aster basal sp,2000,aster basal leaves,KBS,T7,KBS_T7,R6,S5,R6_S5,0.35,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,aster sp,2000,aster sp. (*),KBS,T7,KBS_T7,R6,S5,R6_S5,11.14,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,aster sp,2004,unknown aster,KBS,T7,KBS_T7,R6,S5,R6_S5,0.68,biomassg_m2,asteraceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,barbarea vulgaris,2002,barbarea vulgaris r. br.,KBS,T7,KBS_T7,R6,S5,R6_S5,0.47,biomassg_m2,brassicaceae,perennial,forb/herb,biennial,forb/herb
KBS_T7_R6_S5,barbarea vulgaris,2008,barbarea vulgaris r. br.,KBS,T7,KBS_T7,R6,S5,R6_S5,7.58,biomassg_m2,brassicaceae,perennial,forb/herb,biennial,forb/herb
KBS_T7_R6_S5,barbarea vulgaris,2007,barbarea vulgaris r. br.,KBS,T7,KBS_T7,R6,S5,R6_S5,5.18,biomassg_m2,brassicaceae,perennial,forb/herb,biennial,forb/herb
KBS_T7_R6_S5,barbarea vulgaris,2001,barbarea vulgaris r. br.,KBS,T7,KBS_T7,R6,S5,R6_S5,1.04,biomassg_m2,brassicaceae,perennial,forb/herb,biennial,forb/herb
KBS_T7_R6_S5,barbarea vulgaris,2004,barbarea vulgaris r. br.,KBS,T7,KBS_T7,R6,S5,R6_S5,1.33,biomassg_m2,brassicaceae,perennial,forb/herb,biennial,forb/herb
KBS_T7_R6_S5,brassica sp,2007,unknown brassica,KBS,T7,KBS_T7,R6,S5,R6_S5,0.06,biomassg_m2,brassicaceae,annual,forb/herb,annual,forb/herb
KBS_T7_R6_S5,bromus hordeaceus,2003,bromus mollis l.,KBS,T7,KBS_T7,R6,S5,R6_S5,0.02,biomassg_m2,poaceae,annual,graminoid,annual,graminoid
KBS_T7_R6_S5,carex sp,2005,carex sp.,KBS,T7,KBS_T7,R6,S5,R6_S5,4.67,biomassg_m2,cyperaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S5,carex sp,2001,carex sp.,KBS,T7,KBS_T7,R6,S5,R6_S5,20.35,biomassg_m2,cyperaceae,perennial,graminoid,perennial,graminoid
KBS_T7_R6_S5,centaurea stoebe,2007,centaurea maculosa lam.,KBS,T7,KBS_T7,R6,S5,R6_S5,0.01,biomassg_m2,asteraceae,perennial,forb/herb,biennial/perennial,forb/herb
KBS_T7_R6_S5,cerastium arvense,2002,cerastium arvense l.,KBS,T7,KBS_T7,R6,S5,R6_S5,1.27,biomassg_m2,caryophyllaceae,perennial,forb/herb,perennial,forb/herb
KBS_T7_R6_S5,cerastium fontanum,2004,cerastium vulgatum l.,KBS,T7,KBS_T7,R6,S5,R6_S5,4.97,biomassg_m2,caryophyllaceae,perennial,forb/herb,biennial/perennial,forb/herb
KBS_T7_R6_S5,cerastium fontanum,2008,cerastium vulgatum l.,KBS,T7,KBS_T7,R6,S5,R6_S5,1.04,biomassg_m2,caryophyllaceae,perennial,forb/herb,biennial/perennial,forb/herb
KBS_T7_R6_S5,cerastium fontanum,2000,cerastium vulgatum l.,KBS,T7,KBS_T7,R6,S5,R6_S5,6.27,biomassg_m2,caryophyllaceae,perennial,forb/herb,biennial/perennial,forb/herb
KBS_T7_R6_S5,cerastium fontanum,2006,cerastium vulgatum l.,KBS,T7,KBS_T7,R6,S5,R6_S5,0.73,biomassg_m2,caryophyllaceae,perennial,forb/herb,biennial/perennial,forb/herb
