"Spcode","Species","Site","Plot","Block","Trt","Year","avg.cover"
166,"Melilotus_sp.","HYS",29,10,"con",2015,0.25
166,"Melilotus_sp.","HYS",19,7,"int",2016,0.5
166,"Melilotus_sp.","HYS",16,6,"int",2013,0.5
166,"Melilotus_sp.","HYS",3,1,"con",2019,0.5
166,"Melilotus_sp.","HYS",6,2,"con",2014,0.75
166,"Melilotus_sp.","HYS",7,3,"con",2017,0.25
166,"Melilotus_sp.","HYS",28,10,"chr",2021,1
166,"Melilotus_sp.","HYS",3,1,"con",2013,2.25
166,"Melilotus_sp.","HYS",11,4,"int",2014,1.5
166,"Melilotus_sp.","HYS",24,8,"int",2017,3.75
166,"Melilotus_sp.","HYS",26,9,"con",2016,0.25
166,"Melilotus_sp.","HYS",9,3,"int",2021,0.25
166,"Melilotus_sp.","HYS",3,1,"con",2021,4.75
166,"Melilotus_sp.","HYS",30,10,"int",2016,1
166,"Melilotus_sp.","HYS",26,9,"con",2021,0.5
166,"Melilotus_sp.","HYS",28,10,"chr",2019,2.75
166,"Melilotus_sp.","HYS",2,1,"int",2021,0.75
166,"Melilotus_sp.","HYS",21,7,"chr",2021,0.5
166,"Melilotus_sp.","HYS",3,1,"con",2012,0.25
166,"Melilotus_sp.","HYS",23,8,"chr",2013,0.75
166,"Melilotus_sp.","HYS",11,4,"int",2016,1.25
166,"Melilotus_sp.","HYS",1,1,"chr",2018,0.25
166,"Melilotus_sp.","HYS",13,5,"chr",2017,1
166,"Melilotus_sp.","HYS",25,9,"int",2021,1
166,"Melilotus_sp.","HYS",14,5,"int",2018,0.25
166,"Melilotus_sp.","KNZ",1,1,"int",2018,0.25
166,"Melilotus_sp.","HYS",3,1,"con",2016,8
166,"Melilotus_sp.","HYS",7,3,"con",2013,1
166,"Melilotus_sp.","HYS",9,3,"int",2015,0.25
166,"Melilotus_sp.","HYS",8,3,"chr",2016,1.25
166,"Melilotus_sp.","HYS",17,6,"con",2019,0.25
166,"Melilotus_sp.","HYS",28,10,"chr",2016,1.5
166,"Melilotus_sp.","HYS",26,9,"con",2019,1
166,"Melilotus_sp.","HYS",1,1,"chr",2013,0.5
166,"Melilotus_sp.","HYS",11,4,"int",2015,0.25
166,"Melilotus_sp.","HYS",29,10,"con",2021,7.25
166,"Melilotus_sp.","HYS",13,5,"chr",2015,0.5
166,"Melilotus_sp.","HYS",4,2,"int",2017,0.25
166,"Melilotus_sp.","HYS",8,3,"chr",2013,0.5
166,"Melilotus_sp.","HYS",6,2,"con",2021,0.25
166,"Melilotus_sp.","HYS",20,7,"con",2012,0.5
166,"Melilotus_sp.","HYS",1,1,"chr",2021,2.5
166,"Melilotus_sp.","HYS",30,10,"int",2017,0.75
166,"Melilotus_sp.","HYS",20,7,"con",2013,0.5
166,"Melilotus_sp.","HYS",13,5,"chr",2013,0.5
166,"Melilotus_sp.","HYS",22,8,"con",2019,0.25
166,"Melilotus_sp.","HYS",1,1,"chr",2017,1.75
166,"Melilotus_sp.","HYS",30,10,"int",2015,0.25
166,"Melilotus_sp.","HYS",19,7,"int",2019,0.25
166,"Melilotus_sp.","HYS",28,10,"chr",2018,0.5
166,"Melilotus_sp.","HYS",8,3,"chr",2015,0.5
166,"Melilotus_sp.","HYS",21,7,"chr",2020,0.25
166,"Melilotus_sp.","HYS",4,2,"int",2020,0.25
166,"Melilotus_sp.","HYS",22,8,"con",2021,0.5
166,"Melilotus_sp.","HYS",18,6,"chr",2021,1.75
166,"Melilotus_sp.","HYS",17,6,"con",2013,1
166,"Melilotus_sp.","HYS",19,7,"int",2013,0.25
166,"Melilotus_sp.","HYS",9,3,"int",2016,0.5
166,"Melilotus_sp.","HYS",14,5,"int",2021,8
166,"Melilotus_sp.","HYS",8,3,"chr",2018,0.25
166,"Melilotus_sp.","HYS",25,9,"int",2013,0.25
166,"Melilotus_sp.","HYS",27,9,"chr",2019,0.5
166,"Melilotus_sp.","HYS",13,5,"chr",2021,0.25
166,"Melilotus_sp.","HYS",1,1,"chr",2015,1
166,"Melilotus_sp.","HYS",18,6,"chr",2017,0.25
166,"Melilotus_sp.","HYS",23,8,"chr",2021,0.75
166,"Melilotus_sp.","HYS",14,5,"int",2020,3.5
166,"Melilotus_sp.","HYS",5,2,"chr",2021,0.25
166,"Melilotus_sp.","HYS",13,5,"chr",2018,0.25
166,"Melilotus_sp.","HYS",27,9,"chr",2015,0.25
166,"Melilotus_sp.","HYS",28,10,"chr",2017,9.5
166,"Melilotus_sp.","HYS",7,3,"con",2015,0.5
166,"Melilotus_sp.","HYS",28,10,"chr",2015,0.75
166,"Melilotus_sp.","HYS",10,4,"con",2015,0.75
166,"Melilotus_sp.","HYS",18,6,"chr",2013,1
166,"Melilotus_sp.","HYS",30,10,"int",2013,0.5
166,"Melilotus_sp.","HYS",25,9,"int",2016,0.25
166,"Melilotus_sp.","HYS",26,9,"con",2017,1.75
166,"Melilotus_sp.","HYS",1,1,"chr",2016,2.5
166,"Melilotus_sp.","HYS",15,5,"con",2017,0.25
166,"Melilotus_sp.","HYS",27,9,"chr",2021,0.5
166,"Melilotus_sp.","HYS",29,10,"con",2020,2.25
166,"Melilotus_sp.","HYS",9,3,"int",2013,1
166,"Melilotus_sp.","HYS",15,5,"con",2013,1
166,"Melilotus_sp.","HYS",30,10,"int",2019,0.25
166,"Melilotus_sp.","HYS",13,5,"chr",2020,0.5
166,"Melilotus_sp.","HYS",29,10,"con",2017,0.25
166,"Melilotus_sp.","HYS",12,4,"chr",2013,0.25
166,"Melilotus_sp.","HYS",8,3,"chr",2014,0.5
166,"Melilotus_sp.","HYS",20,7,"con",2019,0.25
166,"Melilotus_sp.","HYS",8,3,"chr",2017,0.5
166,"Melilotus_sp.","HYS",21,7,"chr",2017,0.5
166,"Melilotus_sp.","HYS",3,1,"con",2014,4.25
166,"Melilotus_sp.","HYS",29,10,"con",2018,0.25
166,"Melilotus_sp.","HYS",21,7,"chr",2013,0.25
166,"Melilotus_sp.","HYS",21,7,"chr",2019,0.25
166,"Melilotus_sp.","HYS",6,2,"con",2017,0.25
166,"Melilotus_sp.","HYS",13,5,"chr",2016,1
166,"Melilotus_sp.","HYS",7,3,"con",2014,0.75
166,"Melilotus_sp.","HYS",29,10,"con",2013,0.75
166,"Melilotus_sp.","HYS",10,4,"con",2014,0.25
166,"Melilotus_sp.","HYS",14,5,"int",2019,0.75
166,"Melilotus_sp.","HYS",22,8,"con",2013,0.5
166,"Melilotus_sp.","HYS",28,10,"chr",2013,1
166,"Melilotus_sp.","HYS",2,1,"int",2017,0.25
166,"Melilotus_sp.","HYS",11,4,"int",2017,0.25
166,"Melilotus_sp.","HYS",24,8,"int",2019,1.5
166,"Melilotus_sp.","HYS",28,10,"chr",2012,1
166,"Melilotus_sp.","HYS",6,2,"con",2016,0.25
166,"Melilotus_sp.","HYS",15,5,"con",2020,1.5
166,"Melilotus_sp.","HYS",24,8,"int",2013,0.5
166,"Melilotus_sp.","HYS",18,6,"chr",2019,0.25
166,"Melilotus_sp.","HYS",24,8,"int",2016,0.25
166,"Melilotus_sp.","HYS",6,2,"con",2015,0.25
166,"Melilotus_sp.","HYS",28,10,"chr",2014,0.75
166,"Melilotus_sp.","HYS",11,4,"int",2020,0.25
166,"Melilotus_sp.","HYS",10,4,"con",2013,0.75
166,"Melilotus_sp.","HYS",25,9,"int",2019,1.5
166,"Melilotus_sp.","HYS",28,10,"chr",2020,0.75
166,"Melilotus_sp.","HYS",29,10,"con",2016,0.25
166,"Melilotus_sp.","HYS",2,1,"int",2016,0.25
166,"Melilotus_sp.","HYS",3,1,"con",2018,0.5
166,"Melilotus_sp.","HYS",11,4,"int",2013,1.5
166,"Melilotus_sp.","HYS",30,10,"int",2021,1.25
166,"Melilotus_sp.","HYS",24,8,"int",2021,1
166,"Melilotus_sp.","HYS",5,2,"chr",2016,0.25
166,"Melilotus_sp.","HYS",29,10,"con",2019,4.25
166,"Melilotus_sp.","HYS",1,1,"chr",2020,0.25
166,"Melilotus_sp.","HYS",3,1,"con",2017,1.5
166,"Melilotus_sp.","HYS",21,7,"chr",2014,0.25
166,"Melilotus_sp.","HYS",11,4,"int",2012,0.25
166,"Melilotus_sp.","HYS",7,3,"con",2016,0.75
166,"Melilotus_sp.","HYS",25,9,"int",2014,0.25
166,"Melilotus_sp.","HYS",3,1,"con",2015,1
166,"Melilotus_sp.","HYS",14,5,"int",2013,0.75
168,"Mertensia_lanceolata","CHY",21,7,"con",2021,2.5
168,"Mertensia_lanceolata","CHY",14,5,"con",2013,0.75
168,"Mertensia_lanceolata","CHY",20,7,"chr",2021,4.75
168,"Mertensia_lanceolata","CHY",8,3,"con",2012,0.5
168,"Mertensia_lanceolata","CHY",17,6,"chr",2021,1
168,"Mertensia_lanceolata","CHY",4,2,"chr",2014,0.5
168,"Mertensia_lanceolata","CHY",22,8,"chr",2018,0.25
168,"Mertensia_lanceolata","CHY",16,6,"int",2012,0.25
168,"Mertensia_lanceolata","CHY",22,8,"chr",2021,1.75
168,"Mertensia_lanceolata","CHY",25,9,"chr",2017,0.5
168,"Mertensia_lanceolata","CHY",9,3,"chr",2013,0.25
168,"Mertensia_lanceolata","CHY",8,3,"con",2021,0.75
168,"Mertensia_lanceolata","CHY",7,3,"int",2021,0.5
168,"Mertensia_lanceolata","CHY",8,3,"con",2014,0.25
168,"Mertensia_lanceolata","CHY",1,1,"int",2013,0.5
168,"Mertensia_lanceolata","CHY",1,1,"int",2014,0.5
168,"Mertensia_lanceolata","CHY",8,3,"con",2019,0.75
168,"Mertensia_lanceolata","CHY",14,5,"con",2021,1.5
168,"Mertensia_lanceolata","CHY",8,3,"con",2013,0.75
168,"Mertensia_lanceolata","CHY",23,8,"con",2014,0.25
168,"Mertensia_lanceolata","CHY",24,8,"int",2020,0.25
168,"Mertensia_lanceolata","CHY",4,2,"chr",2015,0.25
168,"Mertensia_lanceolata","CHY",6,2,"int",2021,1.75
168,"Mertensia_lanceolata","CHY",26,9,"con",2013,1
168,"Mertensia_lanceolata","CHY",26,9,"con",2020,1.75
168,"Mertensia_lanceolata","CHY",4,2,"chr",2017,0.5
168,"Mertensia_lanceolata","CHY",24,8,"int",2013,0.25
168,"Mertensia_lanceolata","CHY",26,9,"con",2017,1
168,"Mertensia_lanceolata","CHY",21,7,"con",2018,1.25
168,"Mertensia_lanceolata","CHY",1,1,"int",2020,0.5
168,"Mertensia_lanceolata","CHY",29,10,"con",2016,0.5
168,"Mertensia_lanceolata","CHY",9,3,"chr",2015,0.25
168,"Mertensia_lanceolata","CHY",29,10,"con",2015,0.25
168,"Mertensia_lanceolata","CHY",13,5,"int",2012,0.75
168,"Mertensia_lanceolata","CHY",1,1,"int",2017,0.5
168,"Mertensia_lanceolata","CHY",25,9,"chr",2021,3.25
168,"Mertensia_lanceolata","CHY",20,7,"chr",2014,1
168,"Mertensia_lanceolata","CHY",14,5,"con",2014,1
168,"Mertensia_lanceolata","CHY",17,6,"chr",2017,1
168,"Mertensia_lanceolata","CHY",19,7,"int",2021,0.75
168,"Mertensia_lanceolata","CHY",1,1,"int",2018,0.5
168,"Mertensia_lanceolata","CHY",28,10,"int",2018,0.25
168,"Mertensia_lanceolata","CHY",1,1,"int",2019,0.5
168,"Mertensia_lanceolata","CHY",30,10,"chr",2020,0.25
168,"Mertensia_lanceolata","CHY",1,1,"int",2016,0.75
168,"Mertensia_lanceolata","CHY",16,6,"int",2013,0.25
168,"Mertensia_lanceolata","CHY",8,3,"con",2016,0.75
168,"Mertensia_lanceolata","CHY",23,8,"con",2016,0.5
168,"Mertensia_lanceolata","CHY",23,8,"con",2017,0.5
168,"Mertensia_lanceolata","CHY",10,4,"chr",2019,0.75
168,"Mertensia_lanceolata","CHY",5,2,"con",2017,1.5
168,"Mertensia_lanceolata","CHY",7,3,"int",2013,0.5
168,"Mertensia_lanceolata","CHY",2,1,"chr",2019,1
168,"Mertensia_lanceolata","CHY",30,10,"chr",2021,0.5
168,"Mertensia_lanceolata","CHY",19,7,"int",2015,0.5
168,"Mertensia_lanceolata","CHY",23,8,"con",2018,1
168,"Mertensia_lanceolata","CHY",28,10,"int",2021,0.75
168,"Mertensia_lanceolata","CHY",22,8,"chr",2020,0.25
168,"Mertensia_lanceolata","CHY",26,9,"con",2021,3
168,"Mertensia_lanceolata","CHY",29,10,"con",2014,0.5
168,"Mertensia_lanceolata","CHY",28,10,"int",2015,0.25
168,"Mertensia_lanceolata","CHY",11,4,"int",2018,0.25
168,"Mertensia_lanceolata","CHY",4,2,"chr",2020,0.25
168,"Mertensia_lanceolata","CHY",26,9,"con",2014,0.75
168,"Mertensia_lanceolata","CHY",9,3,"chr",2019,2
168,"Mertensia_lanceolata","CHY",11,4,"int",2017,0.25
168,"Mertensia_lanceolata","CHY",4,2,"chr",2016,0.25
168,"Mertensia_lanceolata","CHY",25,9,"chr",2014,0.75
168,"Mertensia_lanceolata","CHY",5,2,"con",2012,1
168,"Mertensia_lanceolata","CHY",9,3,"chr",2020,0.5
168,"Mertensia_lanceolata","CHY",10,4,"chr",2015,0.5
168,"Mertensia_lanceolata","CHY",11,4,"int",2013,0.75
168,"Mertensia_lanceolata","CHY",27,9,"int",2013,0.25
168,"Mertensia_lanceolata","CHY",5,2,"con",2014,0.75
168,"Mertensia_lanceolata","CHY",22,8,"chr",2016,0.5
168,"Mertensia_lanceolata","CHY",6,2,"int",2019,0.75
168,"Mertensia_lanceolata","CHY",29,10,"con",2013,1
168,"Mertensia_lanceolata","CHY",21,7,"con",2019,1.25
168,"Mertensia_lanceolata","CHY",7,3,"int",2016,0.5
168,"Mertensia_lanceolata","CHY",7,3,"int",2020,0.25
168,"Mertensia_lanceolata","CHY",11,4,"int",2016,0.5
168,"Mertensia_lanceolata","CHY",11,4,"int",2021,1.5
168,"Mertensia_lanceolata","CHY",3,1,"con",2014,1
168,"Mertensia_lanceolata","CHY",3,1,"con",2013,1
168,"Mertensia_lanceolata","CHY",24,8,"int",2021,1
168,"Mertensia_lanceolata","CHY",27,9,"int",2018,0.25
168,"Mertensia_lanceolata","CHY",28,10,"int",2014,0.25
168,"Mertensia_lanceolata","CHY",23,8,"con",2021,1
168,"Mertensia_lanceolata","CHY",14,5,"con",2016,1.75
168,"Mertensia_lanceolata","CHY",16,6,"int",2021,0.25
168,"Mertensia_lanceolata","CHY",20,7,"chr",2012,0.75
168,"Mertensia_lanceolata","CHY",12,4,"con",2018,1.75
168,"Mertensia_lanceolata","CHY",6,2,"int",2017,0.5
168,"Mertensia_lanceolata","CHY",8,3,"con",2018,0.25
168,"Mertensia_lanceolata","CHY",13,5,"int",2014,0.5
168,"Mertensia_lanceolata","CHY",6,2,"int",2018,0.5
168,"Mertensia_lanceolata","CHY",25,9,"chr",2013,0.5
168,"Mertensia_lanceolata","CHY",21,7,"con",2012,0.25
168,"Mertensia_lanceolata","CHY",4,2,"chr",2013,0.5
168,"Mertensia_lanceolata","CHY",17,6,"chr",2019,1
168,"Mertensia_lanceolata","CHY",20,7,"chr",2020,0.75
168,"Mertensia_lanceolata","CHY",20,7,"chr",2018,1
168,"Mertensia_lanceolata","CHY",1,1,"int",2021,1.25
168,"Mertensia_lanceolata","CHY",17,6,"chr",2013,0.25
168,"Mertensia_lanceolata","CHY",16,6,"int",2020,0.25
168,"Mertensia_lanceolata","CHY",11,4,"int",2012,0.25
168,"Mertensia_lanceolata","CHY",22,8,"chr",2017,0.5
168,"Mertensia_lanceolata","CHY",12,4,"con",2013,1
168,"Mertensia_lanceolata","CHY",7,3,"int",2012,0.25
168,"Mertensia_lanceolata","CHY",6,2,"int",2013,1
168,"Mertensia_lanceolata","CHY",7,3,"int",2018,0.5
168,"Mertensia_lanceolata","CHY",4,2,"chr",2018,0.5
168,"Mertensia_lanceolata","CHY",29,10,"con",2019,1.25
168,"Mertensia_lanceolata","CHY",22,8,"chr",2014,0.5
168,"Mertensia_lanceolata","CHY",23,8,"con",2019,1
168,"Mertensia_lanceolata","CHY",4,2,"chr",2019,1.25
168,"Mertensia_lanceolata","CHY",22,8,"chr",2013,0.5
168,"Mertensia_lanceolata","CHY",13,5,"int",2021,0.75
168,"Mertensia_lanceolata","CHY",20,7,"chr",2013,1
168,"Mertensia_lanceolata","CHY",2,1,"chr",2014,0.25
168,"Mertensia_lanceolata","CHY",25,9,"chr",2015,0.25
168,"Mertensia_lanceolata","CHY",18,6,"con",2020,0.5
168,"Mertensia_lanceolata","CHY",10,4,"chr",2021,1.5
168,"Mertensia_lanceolata","CHY",3,1,"con",2012,0.5
168,"Mertensia_lanceolata","CHY",22,8,"chr",2012,0.5
168,"Mertensia_lanceolata","CHY",12,4,"con",2017,1
168,"Mertensia_lanceolata","CHY",9,3,"chr",2012,0.25
168,"Mertensia_lanceolata","CHY",14,5,"con",2019,1.25
168,"Mertensia_lanceolata","CHY",17,6,"chr",2014,0.75
168,"Mertensia_lanceolata","CHY",15,5,"chr",2021,0.5
168,"Mertensia_lanceolata","CHY",12,4,"con",2021,2.5
168,"Mertensia_lanceolata","CHY",6,2,"int",2012,0.75
168,"Mertensia_lanceolata","CHY",9,3,"chr",2017,0.5
168,"Mertensia_lanceolata","CHY",26,9,"con",2018,1.25
168,"Mertensia_lanceolata","CHY",21,7,"con",2020,0.75
168,"Mertensia_lanceolata","CHY",8,3,"con",2020,1
168,"Mertensia_lanceolata","CHY",26,9,"con",2019,2.25
168,"Mertensia_lanceolata","CHY",28,10,"int",2019,0.5
168,"Mertensia_lanceolata","CHY",26,9,"con",2015,0.5
168,"Mertensia_lanceolata","CHY",11,4,"int",2020,0.25
168,"Mertensia_lanceolata","CHY",29,10,"con",2018,1
168,"Mertensia_lanceolata","CHY",13,5,"int",2016,0.5
168,"Mertensia_lanceolata","CHY",17,6,"chr",2012,0.25
168,"Mertensia_lanceolata","CHY",12,4,"con",2020,1.5
168,"Mertensia_lanceolata","CHY",11,4,"int",2019,0.75
168,"Mertensia_lanceolata","CHY",27,9,"int",2016,0.25
168,"Mertensia_lanceolata","CHY",29,10,"con",2021,2.75
168,"Mertensia_lanceolata","CHY",16,6,"int",2019,0.25
168,"Mertensia_lanceolata","CHY",13,5,"int",2015,0.25
168,"Mertensia_lanceolata","CHY",24,8,"int",2014,0.25
168,"Mertensia_lanceolata","CHY",21,7,"con",2014,0.25
168,"Mertensia_lanceolata","CHY",19,7,"int",2020,0.75
168,"Mertensia_lanceolata","CHY",10,4,"chr",2017,0.5
168,"Mertensia_lanceolata","CHY",12,4,"con",2012,0.75
168,"Mertensia_lanceolata","CHY",2,1,"chr",2015,0.25
168,"Mertensia_lanceolata","CHY",9,3,"chr",2018,0.25
168,"Mertensia_lanceolata","CHY",21,7,"con",2017,0.5
168,"Mertensia_lanceolata","SGS",11,4,"int",2014,0.25
168,"Mertensia_lanceolata","CHY",9,3,"chr",2021,1.25
168,"Mertensia_lanceolata","CHY",23,8,"con",2013,0.25
168,"Mertensia_lanceolata","CHY",25,9,"chr",2012,0.25
168,"Mertensia_lanceolata","CHY",7,3,"int",2019,0.5
168,"Mertensia_lanceolata","CHY",20,7,"chr",2016,1.75
168,"Mertensia_lanceolata","CHY",8,3,"con",2017,0.75
168,"Mertensia_lanceolata","CHY",22,8,"chr",2019,0.75
168,"Mertensia_lanceolata","CHY",14,5,"con",2018,1.75
168,"Mertensia_lanceolata","CHY",19,7,"int",2017,0.5
168,"Mertensia_lanceolata","CHY",17,6,"chr",2015,0.75
168,"Mertensia_lanceolata","CHY",17,6,"chr",2018,1
168,"Mertensia_lanceolata","CHY",16,6,"int",2018,0.25
168,"Mertensia_lanceolata","CHY",2,1,"chr",2021,0.75
168,"Mertensia_lanceolata","CHY",19,7,"int",2019,0.75
168,"Mertensia_lanceolata","CHY",10,4,"chr",2013,0.5
168,"Mertensia_lanceolata","CHY",11,4,"int",2014,0.25
168,"Mertensia_lanceolata","CHY",25,9,"chr",2020,0.25
168,"Mertensia_lanceolata","CHY",13,5,"int",2020,0.75
168,"Mertensia_lanceolata","CHY",27,9,"int",2017,1
168,"Mertensia_lanceolata","CHY",29,10,"con",2020,1
168,"Mertensia_lanceolata","CHY",6,2,"int",2014,1.25
168,"Mertensia_lanceolata","CHY",16,6,"int",2014,0.25
168,"Mertensia_lanceolata","CHY",21,7,"con",2013,0.25
168,"Mertensia_lanceolata","CHY",14,5,"con",2017,0.75
168,"Mertensia_lanceolata","CHY",3,1,"con",2020,0.25
168,"Mertensia_lanceolata","CHY",19,7,"int",2013,0.75
168,"Mertensia_lanceolata","CHY",3,1,"con",2019,1
168,"Mertensia_lanceolata","CHY",5,2,"con",2013,1.5
168,"Mertensia_lanceolata","CHY",22,8,"chr",2015,0.25
168,"Mertensia_lanceolata","CHY",16,6,"int",2015,0.25
168,"Mertensia_lanceolata","CHY",13,5,"int",2017,0.5
168,"Mertensia_lanceolata","CHY",4,2,"chr",2021,1.5
168,"Mertensia_lanceolata","CHY",3,1,"con",2016,0.25
168,"Mertensia_lanceolata","CHY",2,1,"chr",2012,0.25
168,"Mertensia_lanceolata","CHY",19,7,"int",2014,0.25
168,"Mertensia_lanceolata","CHY",12,4,"con",2016,1.75
168,"Mertensia_lanceolata","CHY",29,10,"con",2017,0.25
168,"Mertensia_lanceolata","CHY",5,2,"con",2015,1.25
168,"Mertensia_lanceolata","CHY",10,4,"chr",2016,0.75
168,"Mertensia_lanceolata","CHY",6,2,"int",2020,0.25
168,"Mertensia_lanceolata","CHY",6,2,"int",2016,0.75
168,"Mertensia_lanceolata","CHY",23,8,"con",2020,0.25
168,"Mertensia_lanceolata","CHY",16,6,"int",2017,0.25
168,"Mertensia_lanceolata","CHY",10,4,"chr",2018,0.5
168,"Mertensia_lanceolata","CHY",24,8,"int",2017,0.25
168,"Mertensia_lanceolata","CHY",13,5,"int",2013,0.5
168,"Mertensia_lanceolata","CHY",12,4,"con",2014,1.5
168,"Mertensia_lanceolata","CHY",1,1,"int",2012,0.25
168,"Mertensia_lanceolata","CHY",10,4,"chr",2014,0.25
168,"Mertensia_lanceolata","CHY",26,9,"con",2016,1.5
168,"Mertensia_lanceolata","CHY",14,5,"con",2012,1
168,"Mertensia_lanceolata","CHY",17,6,"chr",2020,0.25
168,"Mertensia_lanceolata","CHY",19,7,"int",2012,0.25
168,"Mertensia_lanceolata","CHY",25,9,"chr",2019,1.25
168,"Mertensia_lanceolata","CHY",2,1,"chr",2016,0.75
168,"Mertensia_lanceolata","CHY",21,7,"con",2016,0.75
168,"Mertensia_lanceolata","CHY",3,1,"con",2018,0.5
168,"Mertensia_lanceolata","CHY",28,10,"int",2020,0.25
168,"Mertensia_lanceolata","CHY",5,2,"con",2018,0.5
168,"Mertensia_lanceolata","CHY",19,7,"int",2016,0.5
168,"Mertensia_lanceolata","CHY",25,9,"chr",2016,0.75
168,"Mertensia_lanceolata","CHY",2,1,"chr",2018,0.5
168,"Mertensia_lanceolata","CHY",13,5,"int",2018,0.75
168,"Mertensia_lanceolata","CHY",2,1,"chr",2017,0.5
168,"Mertensia_lanceolata","CHY",20,7,"chr",2019,2.25
168,"Mertensia_lanceolata","CHY",7,3,"int",2014,0.25
168,"Mertensia_lanceolata","CHY",20,7,"chr",2017,1
168,"Mertensia_lanceolata","CHY",25,9,"chr",2018,0.5
168,"Mertensia_lanceolata","CHY",23,8,"con",2015,0.25
168,"Mertensia_lanceolata","CHY",20,7,"chr",2015,1.25
168,"Mertensia_lanceolata","CHY",12,4,"con",2019,2.25
168,"Mertensia_lanceolata","CHY",3,1,"con",2017,0.75
168,"Mertensia_lanceolata","CHY",13,5,"int",2019,0.25
168,"Mertensia_lanceolata","CHY",11,4,"int",2015,0.25
168,"Mertensia_lanceolata","CHY",27,9,"int",2020,0.25
168,"Mertensia_lanceolata","CHY",2,1,"chr",2013,1
168,"Mertensia_lanceolata","CHY",19,7,"int",2018,0.25
168,"Mertensia_lanceolata","CHY",5,2,"con",2019,1
168,"Mertensia_lanceolata","CHY",3,1,"con",2021,0.75
168,"Mertensia_lanceolata","CHY",17,6,"chr",2016,1.25
168,"Mertensia_lanceolata","CHY",9,3,"chr",2014,0.25
168,"Mertensia_lanceolata","CHY",24,8,"int",2019,0.25
168,"Mertensia_lanceolata","CHY",5,2,"con",2016,1.5
168,"Mertensia_lanceolata","CHY",7,3,"int",2015,0.75
168,"Mertensia_lanceolata","CHY",29,10,"con",2012,0.5
168,"Mertensia_lanceolata","CHY",12,4,"con",2015,0.75
168,"Mertensia_lanceolata","CHY",5,2,"con",2021,1.25
168,"Mertensia_lanceolata","CHY",14,5,"con",2015,1.25
168,"Mertensia_lanceolata","CHY",21,7,"con",2015,0.25
170,"Mirabilis_linearis","CHY",23,8,"con",2020,0.25
170,"Mirabilis_linearis","CHY",11,4,"int",2013,0.5
170,"Mirabilis_linearis","SGS",8,3,"con",2016,0.25
170,"Mirabilis_linearis","CHY",22,8,"chr",2016,1
170,"Mirabilis_linearis","SGS",4,2,"con",2012,0.25
170,"Mirabilis_linearis","CHY",6,2,"int",2020,0.75
170,"Mirabilis_linearis","CHY",18,6,"con",2018,0.25
170,"Mirabilis_linearis","CHY",2,1,"chr",2020,0.75
170,"Mirabilis_linearis","HYS",21,7,"chr",2019,1
170,"Mirabilis_linearis","SGS",17,6,"int",2013,1.25
170,"Mirabilis_linearis","HYS",3,1,"con",2021,0.25
170,"Mirabilis_linearis","CHY",26,9,"con",2016,0.25
170,"Mirabilis_linearis","SGS",5,2,"int",2012,0.25
170,"Mirabilis_linearis","SGS",20,7,"con",2012,0.25
170,"Mirabilis_linearis","SGS",4,2,"con",2016,0.25
170,"Mirabilis_linearis","CHY",25,9,"chr",2016,0.25
170,"Mirabilis_linearis","SGS",10,4,"con",2012,0.25
170,"Mirabilis_linearis","SGS",20,7,"con",2013,0.5
170,"Mirabilis_linearis","CHY",25,9,"chr",2020,0.75
170,"Mirabilis_linearis","CHY",23,8,"con",2017,0.25
170,"Mirabilis_linearis","SGS",24,8,"chr",2014,0.5
170,"Mirabilis_linearis","SGS",17,6,"int",2014,0.75
170,"Mirabilis_linearis","CHY",14,5,"con",2021,0.5
170,"Mirabilis_linearis","CHY",29,10,"con",2013,0.5
170,"Mirabilis_linearis","CHY",23,8,"con",2016,0.25
170,"Mirabilis_linearis","SGS",20,7,"con",2014,2.25
170,"Mirabilis_linearis","CHY",30,10,"chr",2017,0.25
170,"Mirabilis_linearis","HYS",4,2,"int",2020,1
170,"Mirabilis_linearis","SGS",20,7,"con",2016,0.25
170,"Mirabilis_linearis","SGS",17,6,"int",2015,0.5
170,"Mirabilis_linearis","CHY",23,8,"con",2013,0.25
170,"Mirabilis_linearis","CHY",24,8,"int",2020,0.25
170,"Mirabilis_linearis","SGS",9,3,"int",2017,0.75
170,"Mirabilis_linearis","CHY",27,9,"int",2015,0.25
170,"Mirabilis_linearis","SGS",6,2,"chr",2017,0.25
170,"Mirabilis_linearis","SGS",16,6,"con",2012,0.25
170,"Mirabilis_linearis","CHY",25,9,"chr",2014,0.25
170,"Mirabilis_linearis","SGS",24,8,"chr",2016,0.25
170,"Mirabilis_linearis","CHY",19,7,"int",2013,0.25
170,"Mirabilis_linearis","CHY",8,3,"con",2021,0.5
170,"Mirabilis_linearis","CHY",11,4,"int",2014,0.25
170,"Mirabilis_linearis","CHY",27,9,"int",2013,0.75
170,"Mirabilis_linearis","CHY",13,5,"int",2013,0.25
170,"Mirabilis_linearis","SGS",28,10,"int",2015,0.25
170,"Mirabilis_linearis","SGS",6,2,"chr",2019,0.25
170,"Mirabilis_linearis","CHY",16,6,"int",2020,0.5
170,"Mirabilis_linearis","CHY",11,4,"int",2016,0.25
170,"Mirabilis_linearis","CHY",26,9,"con",2021,0.5
170,"Mirabilis_linearis","CHY",7,3,"int",2017,0.25
170,"Mirabilis_linearis","CHY",24,8,"int",2021,0.5
